Site	Tag#	Species	x	y	Cored?	Year_1st_rec	Mort_Yr	Trunk	F_15_DBH	Sp_16_DBH	Su_16_DBH	Su_17_DBH	Su_18_DBH	Su_19_DBH																					
SJ	463.00	ABMA	2.00	85.00	N	2015.00	2017.00	1.00	NA	18.40	19.10	18.70	NA	NA																					
SJ	464.00	ABCO	2.50	83.00	N	2015.00	NA	1.00	NA	19.20	18.30	18.50	19.50	19.80																					
SJ	465.00	ABMA	4.50	85.00	N	2015.00	NA	1.00	NA	21.50	21.90	21.80	22.40	23.00																					
SJ	466.00	ABCO	NA	NA	N	2018.00	NA	1.00	NA	NA	NA	NA	0.90	1.30																					
SJ	467.00	ABCO	5.00	70.00	N	2015.00	NA	1.00	NA	62.20	63.30	63.10	62.60	62.70																					
SJ	468.00	ABCO	13.00	79.00	N	2015.00	NA	1.00	NA	41.40	42.70	41.50	42.50	42.50																					
SJ	469.00	ABCO	8.00	79.00	N	2015.00	NA	1.00	NA	48.40	47.50	48.50	47.40	50.50																					
SJ	470.00	ABCO	2.00	82.00	N	2015.00	NA	1.00	NA	14.30	14.70	14.50	15.40	16.40																					
SJ	471.00	ABCO	5.00	85.00	N	2015.00	NA	1.00	NA	5.30	5.20	5.00	5.10	5.30																					
SJ	472.00	PILA	7.00	86.00	N	2015.00	2016.00	1.00	NA	40.40	40.10	NA	NA	NA																					
SJ	473.00	ABMA	3.50	87.00	N	2016.00	2018.00	1.00	NA	NA	17.40	16.60	16.90	17.00																					
SJ	476.00	ABMA	41.00	90.00	N	2017.00	NA	1.00	NA	NA	NA	32.80	32.90	33.30																					
SJ	477.00	ABMA	24.00	29.50	N	2015.00	NA	1.00	9.20	NA	9.30	2.20	NA	2.70																					
SJ	478.00	ABCO	12.00	22.50	N	2015.00	NA	1.00	3.70	NA	3.90	1.90	1.30																						
SJ	0.00	ABXX	61.50	10.50	N	2016.00	2014.00	1.00	NA	NA	63.10	NA	NA	NA																					
SJ	0.00	ABXX	48.00	3.00	N	2016.00	2014.00	1.00	NA	NA	74.40	NA	NA	NA																					
SJ	0.00	ABXX	29.00	6.00	N	2016.00	2014.00	1.00	NA	NA	63.50	NA	NA	NA																					
SJ	0.00	ABXX	22.00	1.00	N	2016.00	2014.00	1.00	NA	NA	20.00	NA	NA	NA																					
SJ	0.00	ABXX	20.50	2.00	N	2016.00	2014.00	1.00	NA	NA	16.20	NA	NA	NA																					
SJ	0.00	ABXX	19.00	6.00	N	2016.00	2014.00	1.00	NA	NA	26.40	NA	NA	NA																					
SJ	0.00	ABXX	40.00	23.00	N	2016.00	2014.00	1.00	NA	NA	8.70	NA	NA	NA																					
SJ	0.00	ABXX	50.00	25.50	N	2016.00	2014.00	1.00	NA	NA	22.20	NA	NA	NA																					
SJ	0.00	ABXX	51.50	19.00	N	2016.00	2014.00	1.00	NA	NA	90.60	NA	NA	NA																					
SJ	0.00	ABXX	42.00	32.00	N	2016.00	2014.00	1.00	NA	NA	45.90	NA	NA	NA																					
SJ	0.00	ABXX	29.00	43.00	N	2016.00	2014.00	1.00	NA	NA	86.20	NA	NA	NA																					
SJ	0.00	ABXX	7.00	62.00	N	2016.00	2014.00	1.00	NA	NA	73.20	NA	NA	NA																					
SJ	0.00	ABXX	9.00	59.50	N	2016.00	2014.00	1.00	NA	NA	74.30	NA	NA	NA																					
SJ	0.00	ABXX	25.50	53.50	N	2016.00	2014.00	1.00	NA	NA	23.20	NA	NA	NA																					
SJ	0.00	ABXX	37.50	57.50	N	2016.00	2014.00	1.00	NA	NA	7.40	NA	NA	NA																					
SJ	0.00	ABXX	40.50	55.50	N	2016.00	2014.00	1.00	NA	NA	31.60	NA	NA	NA																					
SJ	0.00	ABXX	41.00	54.50	N	2016.00	2014.00	1.00	NA	NA	9.80	NA	NA	NA																					
SJ	0.00	ABXX	26.50	69.00	N	2016.00	2014.00	1.00	NA	NA	20.50	NA	NA	NA																					
SJ	0.00	ABXX	41.00	69.00	N	2016.00	2014.00	1.00	NA	NA	10.70	NA	NA	NA																					
SJ	0.00	ABXX	40.00	78.00	N	2016.00	2014.00	1.00	NA	NA	8.80	NA	NA	NA																					
SJ	0.00	ABXX	39.50	74.00	N	2016.00	2014.00	1.00	NA	NA	6.80	NA	NA	NA																					
SJ	0.00	ABXX	45.00	75.00	N	2016.00	2014.00	1.00	NA	NA	14.70	NA	NA	NA																					
SJ	0.00	ABXX	56.00	79.00	N	2016.00	2014.00	1.00	NA	NA	80.80	NA	NA	NA																					
SJ	0.00	ABMA	6.50	89.00	N	2016.00	2014.00	1.00	NA	NA	7.00	NA	NA	NA																					
SJ	0.00	ABMA	30.50	90.00	N	2016.00	2014.00	1.00	NA	NA	131.50	NA	NA	NA																					
SJ	0.00	ABXX	10.00	96.00	N	2016.00	2014.00	1.00	NA	NA	15.10	NA	NA	NA																					
SJ	0.00	ABXX	15.50	98.00	N	2016.00	2014.00	1.00	NA	NA	84.20	NA	NA	NA																					
SJ	0.00	PILA	23.00	94.00	N	2016.00	2014.00	1.00	NA	NA	11.30	NA	NA	NA																					
SJ	0.00	ABXX	62.00	99.00	N	2016.00	2014.00	1.00	NA	NA	117.80	NA	NA	NA																					
SJ	0.00	ABXX	73.50	83.50	N	2016.00	2014.00	1.00	NA	NA	20.50	NA	NA	NA																					
SJ	0.00	ABXX	69.50	95.00	N	2016.00	2014.00	1.00	NA	NA	15.00	NA	NA	NA																					
SJ	0.00	ABXX	69.00	72.30	N	2016.00	2014.00	1.00	NA	NA	9.40	NA	NA	NA																					
SJ	0.00	ABXX	64.00	19.00	N	2016.00	2014.00	1.00	NA	NA	90.50	NA	NA	NA																					
SJ	0.00	ABXX	69.00	29.00	N	2016.00	2014.00	1.00	NA	NA	16.80	NA	NA	NA																					
SJ	0.00	ABXX	32.00	51.00	N	2016.00	2014.00	1.00	NA	NA	17.60	NA	NA	NA																					
SJ	0.00	ABXX	41.50	55.00	N	2016.00	2014.00	1.00	NA	NA	21.30	NA	NA	NA																					
SJ	0.00	ABXX	49.00	60.00	N	2016.00	2014.00	1.00	NA	NA	35.50	NA	NA	NA																					
SJ	0.00	ABXX	53.00	66.00	N	2016.00	2014.00	1.00	NA	NA	123.30	NA	NA	NA																					
SJ	0.00	ABCO	14.00	78.00	N	2016.00	2014.00	1.00	NA	NA	29.80	NA	NA	NA																					
SJ	0.00	ABXX	18.00	75.00	N	2016.00	2014.00	1.00	NA	NA	21.20	NA	NA	NA																					
SJ	0.00	ABXX	18.00	76.00	N	2016.00	2014.00	1.00	NA	NA	56.50	NA	NA	NA																					
SJ	0.00	ABXX	18.50	75.00	N	2016.00	2014.00	1.00	NA	NA	35.30	NA	NA	NA																					
SJ	0.00	ABXX	2.00	83.00	N	2016.00	2014.00	1.00	NA	NA	100.20	NA	NA	NA																					
SJ	0.00	ABCO	36.00	45.00	N	2016.00	2014.00	1.00	NA	NA	4.80	NA	NA	NA																					
SJ	0.00	ABXX	8.50	94.00	N	2016.00	2014.00	1.00	NA	NA	19.30	NA	NA	NA																					
SJ	0.00	ABXX	9.00	94.00	N	2016.00	2014.00	1.00	NA	NA	14.50	NA	NA	NA																					
SJ	0.00	ABXX	80.00	47.00	N	2016.00	2014.00	1.00	NA	NA	69.40	NA	NA	NA																					
SJ	0.00	ABXX	67.00	42.00	N	2016.00	2014.00	1.00	NA	NA	82.80	NA	NA	NA																					
SJ	2000.00	ABMA	1.00	47.50	N	2015.00	NA	1.00	85.20	NA	NA	NA	NA	NA																					
SJ	2000.00	ABCO	0.50	50.00	N	2015.00	NA	1.00	23.20	NA	NA	NA	NA	NA																					
SJ	2000.00	ABCO	78.00	30.00	N	2015.00	NA	1.00	6.50	NA	NA	NA	NA	NA																					
SJ	2000.00	ABCO	22.00	0.00	N	2015.00	NA	1.00	NA	23.30	NA	NA	NA	NA																					
SJ	2000.00	ABMA	6.00	71.50	N	2015.00	NA	1.00	NA	1.50	NA	NA	NA	NA																					
SJ	2000.00	ABMA	6.00	71.00	N	2015.00	NA	1.00	NA	2.00	NA	NA	NA	NA																					
SJ	2000.00	ABCO	10.00	96.00	N	2015.00	NA	1.00	NA	2.60	NA	NA	NA	NA																					
SJ	2000.00	ABCO	16.00	90.00	N	2015.00	NA	1.00	NA	2.70	NA	NA	NA	NA																					
SJ	2000.00	ABCO	6.00	70.50	N	2015.00	NA	1.00	NA	2.90	NA	NA	NA	NA																					
SJM	1.00	ABCO	3.00	12.00	N	2015.00	NA	1.00	17.70	NA	18.10	18.00	18.50	18.90																					
SJM	2.00	ABCO	5.00	15.00	N	2015.00	NA	1.00	39.50	NA	40.40	39.60	41.00	40.80																					
SJM	3.00	ABMA	15.00	8.00	Y	2015.00	NA	1.00	38.90	NA	38.40	38.90	33.10	37.80																					
SJM	4.00	ABMA	16.00	17.00	N	2015.00	NA	1.00	80.80	NA	81.00	82.80	81.00	81.70																					
SJM	5.00	ABMA	21.00	17.00	N	2015.00	NA	1.00	3.70	NA	4.00	4.00	4.50	4.90																					
SJM	6.00	ABMA	21.00	16.50	N	2015.00	NA	1.00	2.90	NA	3.00	3.00	3.50	3.50																					
SJM	7.00	ABMA	37.00	26.00	N	2015.00	NA	1.00	41.60	NA	41.60	41.80	41.70	41.80																					
SJM	8.00	ABMA	36.00	30.00	N	2015.00	NA	1.00	70.50	NA	71.50	71.00	71.80	72.00																					
SJM	9.00	ABCO	35.00	30.00	N	2015.00	NA	1.00	2.40	NA	2.50	2.50	3.40	3.90																					
SJM	10.00	ABCO	63.00	11.00	N	2015.00	NA	1.00	12.90	NA	12.90	13.20	13.40	13.80																					
SJM	11.00	ABMA	23.00	17.00	N	2015.00	NA	1.00	5.00	NA	5.40	5.50	5.90	6.80																					
SJM	12.00	ABCO	6.00	9.00	N	2015.00	NA	1.00	8.90	NA	5.30	5.70	9.30	9.70																					
SJM	13.00	ABCO	33.00	40.00	Y	2015.00	NA	1.00	56.60	NA	57.50	57.60	NA	59.20																					
SJM	14.00	ABMA	31.00	38.00	N	2015.00	NA	1.00	58.00	NA	58.40	56.70	58.70	59.50																					
SJM	15.00	ABMA	30.00	38.00	N	2015.00	NA	1.00	79.10	NA	78.80	77.60	79.60	77.20																					
SJM	16.00	ABMA	29.50	34.00	N	2015.00	NA	1.00	15.20	NA	15.20	15.00	15.30	10.00																					
SJM	17.00	ABCO	25.00	26.00	N	2015.00	NA	1.00	7.00	NA	7.80	7.80	8.40	10.30																					
SJM	18.00	ABMA	52.00	57.00	N	2015.00	NA	1.00	61.70	NA	62.20	62.40	63.40	63.70																					
SJM	19.00	ABMA	27.00	25.00	N	2015.00	NA	1.00	4.50	NA	4.70	4.90	5.40	5.80																					
SJM	20.00	ABMA	34.00	14.00	N	2015.00	NA	1.00	10.00	NA	9.80	9.40	10.40	10.70																					
SJM	21.00	ABCO	36.00	18.00	N	2015.00	NA	1.00	43.50	NA	43.50	43.40	43.90																						
SJM	22.00	ABCO	50.00	26.00	N	2015.00	NA	1.00	39.50	NA	39.60	40.40	40.90	40.00																					
SJM	23.00	PIMO	55.00	44.00	Y	2015.00	NA	1.00	10.50	NA	10.50	11.10	10.90																						
SJM	24.00	ABMA	68.00	79.00	N	2015.00	NA	1.00	108.90	NA	112.20	107.20	109.60	110.40																					
SJM	26.00	ABMA	26.00	30.00	N	2015.00	NA	1.00	82.90	NA	83.10	83.10	83.60	84.20																					
SJM	27.00	ABCO	15.50	13.00	N	2015.00	NA	1.00	11.80	NA	12.20	12.50	12.70	13.00																					
SJM	28.00	ABMA	15.00	14.00	N	2015.00	NA	1.00	10.40	NA	10.80	10.70	10.80	11.60																					
SJM	29.00	ABCO	15.00	12.00	N	2015.00	NA	1.00	1.60	NA	1.70	1.80	2.20	2.90																					
SJM	30.00	ABMA	34.00	16.00	N	2015.00	NA	1.00	97.50	NA	98.40	96.50	98.10																						
SJM	31.00	ABMA	24.00	14.00	N	2015.00	NA	1.00	6.50	NA	6.60	7.10	7.00	7.80																					
SJM	32.00	ABMA	28.00	17.50	N	2015.00	NA	1.00	29.40	NA	29.70	29.70	29.80	29.70																					
SJM	33.00	ABMA	29.00	11.00	N	2015.00	NA	1.00	56.90	NA	57.60	57.50	57.90	57.50																					
SJM	34.00	ABMA	28.00	9.50	N	2015.00	NA	1.00	49.70	NA	50.80	49.20	50.30	50.60																					
SJM	35.00	ABCO	21.00	17.00	N	2015.00	NA	1.00	2.00	NA	2.40	2.10	2.50	2.90																					
SJM	36.00	ABMA	19.00	18.00	N	2015.00	NA	1.00	13.80	NA	13.80	13.60	14.70	14.40																					
SJM	37.00	ABMA	18.00	19.50	N	2015.00	NA	1.00	3.00	NA	2.60	2.80	3.40	4.20																					
SJM	38.00	ABMA	19.00	20.00	N	2015.00	NA	1.00	1.10	NA	1.30	1.80	1.60	2.30																					
SJM	39.00	ABCO	78.50	84.50	N	2015.00	NA	1.00	4.40	NA	4.80	5.10	5.50	5.50																					
SJM	40.00	ABMA	20.00	15.00	N	2015.00	NA	1.00	6.70	NA	6.90	7.10	7.40	8.20																					
SJM	41.00	ABCO	20.50	6.50	N	2015.00	NA	1.00	3.50	NA	3.90	3.80	4.30	4.70																					
SJM	42.00	ABCO	35.00	7.00	N	2015.00	NA	1.00	16.70	NA	18.30	17.90	18.70	18.70																					
SJM	43.00	ABMA	13.00	3.00	N	2015.00	2018.00	1.00	4.00	NA	3.70	2.80	NA	NA																					
SJM	44.00	ABCO	14.00	4.00	N	2015.00	NA	1.00	102.40	NA	97.80	98.60	98.50	97.60																					
SJM	45.00	ABMA	14.50	2.00	N	2015.00	NA	1.00	1.90	NA	2.20	2.30	2.60	2.80																					
SJM	46.00	ABMA	14.00	2.00	N	2015.00	NA	1.00	2.30	NA	3.50	3.50	3.30	3.60																					
SJM	47.00	ABMA	21.00	6.00	N	2015.00	NA	1.00	3.80	NA	4.10	4.20	4.70	5.00																					
SJM	48.00	ABCO	20.00	10.00	N	2015.00	NA	1.00	3.00	NA	2.90	NA	3.80	3.90																					
SJM	49.00	ABMA	18.00	13.50	N	2015.00	NA	1.00	13.50	NA	13.70	13.10	13.80	14.50																					
SJM	50.00	ABMA	12.50	4.00	N	2015.00	NA	1.00	2.00	NA	2.30	2.00	NA	NA																					
SJM	51.00	ABMA	12.50	4.50	N	2015.00	2018.00	1.00	2.50	NA	2.80	2.80	NA	NA																					
SJM	52.00	ABMA	14.00	4.00	N	2015.00	NA	1.00	4.00	NA	3.90	4.40	4.00	4.50																					
SJM	53.00	ABMA	11.00	5.00	N	2015.00	NA	1.00	1.50	NA	2.00	1.90	2.30	2.60																					
SJM	54.00	ABCO	10.00	4.00	N	2015.00	NA	1.00	21.50	NA	21.70	21.00	22.90	22.90																					
SJM	55.00	ABMA	17.00	14.00	N	2015.00	NA	1.00	10.10	NA	10.70	11.00	11.60	10.80																					
SJM	56.00	ABCO	2.00	5.00	N	2015.00	NA	1.00	71.50	NA	71.90	71.90	72.50	73.80																					
SJM	57.00	ABMA	30.50	1.50	N	2015.00	NA	1.00	4.00	NA	5.70	5.70	6.80	7.20																					
SJM	58.00	PICO	22.00	0.00	N	2018.00	NA	1.00	NA	NA	NA	NA	49.00	49.70																					
SJM	59.00	ABMA	13.50	4.00	N	2015.00	NA	1.00	3.00	NA	2.90	3.30	3.30	3.20																					
SJM	60.00	ABMA	11.50	4.50	N	2015.00	NA	1.00	1.70	NA	2.00	2.20	2.40	3.10																					
SJM	61.00	ABMA	35.00	0.50	N	2015.00	NA	1.00	3.50	NA	3.10	3.60	3.90	4.70																					
SJM	61.00	ABMA	68.00	58.00	N	2018.00	NA	1.00	NA	NA	NA	NA	NA																						
SJM	62.00	ABMA	28.00	0.00	N	2018.00	NA	1.00	NA	NA	NA	NA	2.80	2.20																					
SJM	63.00	ABMA	30.50	3.00	N	2015.00	NA	1.00	8.60	NA	8.80	8.90	9.20	9.40																					
SJM	64.00	ABMA	17.00	4.50	N	2016.00	NA	1.00	NA	NA	4.80	4.80	5.70	5.90																					
SJM	65.00	ABMA	27.00	0.00	N	2018.00	NA	1.00	NA	NA	NA	NA	3.40	4.00																					
SJM	66.00	ABMA	40.00	4.00	N	2015.00	NA	1.00	139.10	NA	141.50	141.20	141.60	139.80																					
SJM	67.00	ABMA	20.00	15.00	N	2015.00	NA	1.00	11.00	NA	11.40	10.50	11.40	12.30																					
SJM	68.00	ABCO	14.50	1.50	N	2015.00	NA	1.00	1.70	NA	1.90	2.20	2.30	2.70																					
SJM	69.00	ABMA	13.50	3.50	N	2015.00	2018.00	1.00	2.50	NA	2.40	2.50	NA	NA																					
SJM	70.00	ABMA	5.00	52.00	N	2016.00	NA	1.00	NA	NA	24.10	23.40	23.70	24.30																					
SJM	71.00	ABMA	30.00	1.00	N	2015.00	NA	1.00	2.00	NA	2.70	2.70	2.60	2.90																					
SJM	72.00	ABMA	34.00	4.00	N	2015.00	NA	1.00	22.00	NA	22.00	19.60	22.50	23.00																					
SJM	73.00	ABMA	27.00	4.50	N	2015.00	2017.00	1.00	74.40	NA	75.80	72.90	NA	NA																					
SJM	75.00	ABCO	3.00	25.00	N	2015.00	NA	1.00	5.00	NA	6.90	6.10	4.60	5.20																					
SJM	76.00	ABMA	15.00	20.00	N	2015.00	NA	1.00	51.90	NA	52.60	51.60	52.80	5.00																					
SJM	77.00	ABCO	1.00	34.50	N	2015.00	NA	1.00	5.80	NA	5.50	5.60	5.80	5.80																					
SJM	78.00	ABCO	4.00	27.50	N	2015.00	NA	1.00	64.20	NA	65.10	65.40	66.00	67.30																					
SJM	79.00	ABCO	5.00	33.00	N	2015.00	NA	1.00	13.80	NA	14.30	14.00	15.10	15.50																					
SJM	80.00	ABMA	78.00	46.00	N	2015.00	NA	1.00	32.80	NA	33.20	32.30	33.10																						
SJM	80.00	ABCO	67.00	57.00	N	2018.00	NA	1.00	NA	NA	NA	NA	NA	33.90																					
SJM	81.00	ABMA	55.00	13.00	N	2015.00	NA	1.00	106.80	NA	109.00	108.00	107.00	109.30																					
SJM	82.00	ABCO	8.50	23.00	N	2015.00	NA	1.00	9.80	NA	9.80	10.20	10.40	10.80																					
SJM	83.00	ABCO	14.00	25.00	N	2015.00	NA	1.00	23.30	NA	23.80	23.00	24.30	24.90																					
SJM	84.00	ABMA	46.00	35.00	N	2015.00	NA	1.00	47.20	NA	48.00	48.70	48.40	47.50																					
SJM	85.00	ABCO	79.00	40.00	N	2015.00	NA	1.00	31.10	NA	31.80	31.70	32.30	32.90																					
SJM	87.00	ABMA	52.00	17.00	N	2015.00	NA	1.00	96.00	NA	96.60	94.90	98.00	96.10																					
SJM	88.00	ABMA	14.00	40.00	N	2015.00	NA	1.00	103.50	NA	103.80	103.50	104.30	104.10																					
SJM	89.00	ABMA	51.00	18.00	N	2015.00	NA	1.00	27.60	NA	28.80	28.60	28.00	29.20																					
SJM	90.00	ABCO	52.00	91.50	N	2015.00	NA	1.00	20.70	NA	20.90	22.40	21.20	21.90																					
SJM	91.00	ABCO	60.00	56.00	N	2015.00	NA	1.00	1.90	NA	2.20	2.30	2.20	3.60																					
SJM	92.00	ABCO	7.00	38.00	N	2015.00	NA	1.00	24.70	NA	25.40	25.50	26.70	26.80																					
SJM	93.00	ABCO	67.00	75.00	N	2015.00	NA	1.00	80.50	NA	81.20	81.50	82.00	82.50																					
SJM	94.00	ABCO	7.00	31.00	N	2015.00	NA	1.00	18.00	NA	18.80	18.20	19.10	18.80																					
SJM	95.00	ABMA	14.00	32.00	N	2015.00	NA	1.00	17.40	NA	17.70	20.50	18.40	20.30																					
SJM	96.00	ABCO	6.00	37.00	N	2015.00	NA	1.00	9.00	NA	9.10	9.50	9.60	10.60																					
SJM	97.00	ABMA	8.00	35.00	N	2015.00	2019.00	1.00	11.30	NA	10.80	10.90	10.60	NA																					
SJM	98.00	ABMA	3.00	20.00	N	2016.00	NA	1.00	64.80	NA	57.30	65.00	66.50	62.70																					
SJM	99.00	ABMA	6.00	31.00	N	2015.00	NA	1.00	21.10	NA	22.40	20.60	22.80	23.20																					
SJM	100.00	ABMA	64.00	11.00	N	2015.00	2017.00	1.00	120.20	NA	122.00	116.20	NA	NA																					
SJM	100.00	ABCO	2.00	25.00	N	2015.00	NA	1.00	41.10	NA	42.70	41.90	42.50	43.20																					
SJM	101.00	PICO	80.00	30.00	N	2015.00	NA	1.00	3.20	NA	3.20	3.30	3.70	4.20																					
SJM	102.00	PICO	80.00	30.50	N	2015.00	NA	1.00	15.50	NA	16.90	16.40	17.10	18.10																					
SJM	103.00	PICO	80.00	34.00	N	2015.00	NA	1.00	1.50	NA	1.30	1.90	1.40	1.90																					
SJM	104.00	PICO	79.50	34.00	N	2015.00	NA	1.00	2.70	NA	2.60	3.00	2.90	3.00																					
SJM	105.00	PICO	80.00	34.50	N	2015.00	NA	1.00	12.10	NA	12.30	13.30	13.20	13.30																					
SJM	106.00	ABMA	44.00	1.00	N	2015.00	NA	1.00	4.50	NA	4.40	4.50	4.60	4.90																					
SJM	107.00	ABMA	43.50	1.50	N	2015.00	NA	1.00	6.20	NA	4.50	4.70	4.70	5.20																					
SJM	108.00	PIMO	61.00	18.00	N	2015.00	2017.00	1.00	2.60	NA	2.60	3.50	NA	NA																					
SJM	109.00	ABMA	63.00	18.00	Y	2015.00	2018.00	1.00	5.30	NA	5.40	5.00	5.50	NA																					
SJM	110.00	ABMA	44.00	17.00	N	2015.00	NA	1.00	13.20	NA	13.60	14.50	13.50	14.10																					
SJM	111.00	ABMA	44.00	16.00	Y	2015.00	2018.00	1.00	31.30	NA	30.90	31.00	31.00	NA																					
SJM	112.00	ABMA	46.50	2.00	N	2015.00	NA	1.00	5.90	NA	6.50	6.50	6.70	7.00																					
SJM	113.00	ABMA	47.00	2.00	N	2015.00	NA	1.00	5.20	NA	5.70	5.80	6.10	6.20																					
SJM	114.00	PICO	44.00	19.00	Y	2015.00	NA	1.00	42.20	NA	42.00	42.50	42.00	42.10																					
SJM	115.00	ABMA	42.00	18.00	N	2015.00	NA	1.00	21.70	NA	22.10	21.90	22.00	22.60																					
SJM	116.00	ABMA	42.00	11.00	N	2015.00	NA	1.00	2.90	NA	2.40	2.40	2.50	2.80																					
SJM	117.00	ABMA	52.00	6.00	N	2015.00	NA	1.00	51.70	NA	51.30	51.00	51.60	51.70																					
SJM	118.00	ABMA	46.00	9.00	N	2015.00	NA	1.00	8.50	NA	8.50	8.70	8.30																						
SJM	119.00	ABMA	64.00	10.00	N	2015.00	NA	1.00	2.00	NA	1.00	2.30	3.00	3.20																					
SJM	120.00	ABMA	46.00	11.00	N	2015.00	NA	1.00	3.10	NA	3.50	3.20	3.50	3.90																					
SJM	121.00	ABMA	45.00	45.00	N	2015.00	2019.00	1.00	50.70	NA	52.00	55.00	56.00	NA																					
SJM	122.00	ABMA	44.00	40.00	N	2015.00	NA	1.00	57.70	NA	57.70	NA	58.10	58.50																					
SJM	123.00	ABCO	42.00	38.00	N	2015.00	NA	1.00	27.50	NA	28.40	28.70	29.40	29.80																					
SJM	124.00	ABMA	44.00	8.00	N	2015.00	NA	1.00	13.40	NA	13.30	13.10	13.80	14.10																					
SJM	125.00	ABMA	40.00	23.00	N	2015.00	NA	1.00	18.70	NA	19.20	19.00	19.00	19.50																					
SJM	126.00	ABMA	40.00	28.00	N	2015.00	NA	1.00	10.00	NA	9.50	10.00	9.80																						
SJM	127.00	ABMA	39.00	36.00	N	2015.00	2018.00	1.00	10.90	NA	11.40	10.50	11.20	NA																					
SJM	128.00	ABMA	40.00	35.00	N	2015.00	2016.00	1.00	19.50	NA	18.40	NA	NA	NA																					
SJM	129.00	ABMA	45.00	33.00	N	2015.00	NA	1.00	74.20	NA	73.80	75.50	74.40	75.50																					
SJM	130.00	ABMA	75.00	29.00	N	2015.00	NA	1.00	121.30	NA	92.50	95.50	93.70	93.10																					
SJM	130.00	ABMA	75.00	29.00	N	2016.00	NA	2.00	NA	NA	52.20	52.60	52.20	52.10																					
SJM	131.00	ABMA	74.00	33.00	N	2015.00	NA	1.00	126.80	NA	127.00	127.40	126.30	128.80																					
SJM	132.00	ABMA	74.00	34.00	N	2015.00	NA	1.00	29.30	NA	29.80	30.30	29.60	30.10																					
SJM	133.00	ABMA	53.00	30.00	N	2015.00	NA	1.00	59.60	NA	60.80	61.60	62.40	61.50																					
SJM	134.00	ABMA	80.00	39.00	N	2015.00	NA	1.00	67.60	NA	68.90	68.20	68.60	66.30																					
SJM	135.00	ABCO	52.00	27.00	N	2015.00	NA	1.00	5.20	NA	5.00	5.40	5.40	5.70																					
SJM	136.00	ABMA	66.00	75.00	N	2015.00	2016.00	1.00	67.50	NA	67.90	NA	NA	NA																					
SJM	137.00	ABMA	57.00	17.00	Y	2015.00	NA	1.00	97.80	NA	99.50	98.20	97.80	97.80																					
SJM	138.00	ABMA	63.00	88.00	N	2015.00	NA	1.00	12.00	NA	12.60	12.40	12.50																						
SJM	139.00	ABMA	68.00	86.00	N	2015.00	NA	1.00	9.80	NA	10.00	10.90	10.90	10.30																					
SJM	140.00	ABMA	50.00	30.00	N	2015.00	NA	1.00	24.50	NA	25.60	24.50	24.60	25.00																					
SJM	141.00	ABMA	75.00	75.00	N	2015.00	NA	1.00	34.20	NA	34.50	34.80	34.80	35.80																					
SJM	142.00	ABMA	45.50	83.00	N	2015.00	NA	1.00	27.30	NA	26.30	26.00	26.30	26.80																					
SJM	143.00	ABMA	79.00	75.00	N	2015.00	NA	1.00	21.50	NA	21.50	21.50	21.70	22.10																					
SJM	144.00	ABMA	78.00	84.00	Y	2015.00	NA	1.00	32.00	NA	32.60	32.90	32.60	32.80																					
SJM	145.00	ABMA	69.00	79.00	N	2015.00	NA	1.00	37.50	NA	37.10	37.30	37.10	37.70																					
SJM	146.00	ABCO	60.00	77.00	N	2015.00	NA	1.00	99.00	NA	99.60	101.80	100.30	101.50																					
SJM	147.00	PICO	79.00	85.00	Y	2015.00	NA	1.00	65.20	NA	65.50	65.70	66.10	66.00																					
SJM	148.00	ABMA	74.00	84.00	N	2015.00	NA	1.00	38.90	NA	39.00	39.00	39.50	39.60																					
SJM	149.00	ABMA	73.00	84.00	N	2015.00	NA	2.00	89.30	NA	89.50	89.70	89.00	90.10																					
SJM	150.00	PIMO	60.00	90.50	Y	2015.00	NA	1.00	69.60	NA	70.40	71.40	70.20	71.10																					
SJM	151.00	ABMA	59.00	86.00	N	2015.00	NA	1.00	49.10	NA	50.10	50.00	49.60	50.50																					
SJM	152.00	ABMA	65.50	54.00	N	2015.00	NA	1.00	1.00	NA	1.40	2.10	2.20	3.00																					
SJM	154.00	ABMA	58.00	84.00	N	2015.00	NA	1.00	12.10	NA	10.30	10.30	10.50	10.80																					
SJM	155.00	ABMA	58.00	85.00	N	2015.00	NA	1.00	8.30	NA	8.70	9.70	9.60	9.60																					
SJM	156.00	ABMA	54.00	96.00	N	2015.00	2016.00	1.00	35.30	NA	35.00	NA	NA	NA																					
SJM	157.00	ABMA	62.00	57.00	N	2015.00	NA	1.00	24.40	NA	24.00	24.00	24.20	NA																					
SJM	158.00	PIMO	71.00	50.00	N	2015.00	2018.00	1.00	3.50	NA	3.80	4.00	3.50	NA																					
SJM	159.00	ABMA	70.00	50.00	N	2015.00	NA	1.00	2.80	NA	2.70	2.70	3.20	3.50																					
SJM	160.00	PIMO	70.00	48.00	N	2015.00	2018.00	1.00	14.50	NA	14.30	14.60	14.20	NA																					
SJM	161.00	ABMA	68.00	50.00	N	2015.00	NA	1.00	3.70	NA	3.70	4.10	4.10	4.20																					
SJM	162.00	ABMA	72.00	46.00	N	2015.00	2019.00	1.00	4.50	NA	6.20	7.40	5.50	NA																					
SJM	163.00	ABMA	68.00	93.00	N	2015.00	2019.00	1.00	14.10	NA	11.90	12.00	12.00	NA																					
